podcast_title,podcast_id,nr_of_reviews,average_rating,main_category,sentiment_bool,compound_score_mean,compound_score_min,compound_score_max,compound_score_median,unique_authors,reviews_per_author
Fantastic Geeks,d55e7cf6f53368e69bb466d2e7e73faf,1631,4.951563458001226,tv-film,0.897608828939301,0.8045976088289394,-0.9344,0.9997,0.9335,1209,1.3490488006617039
Everything Iconic with Danny Pellegrino,d4f0251921808036574cebb0ec6958a7,1429,4.825752274317705,tv-film,0.841147655703289,0.7254202939118265,-0.9328,0.998,0.8834,1293,1.1051817478731631
Rebel Force Radio: Star Wars Podcast,dda9360560ecf7b41c8646aa5a1c62b0,788,4.210659898477157,tv-film,0.5101522842639594,0.4117488578680203,-0.9807,0.9989,0.69645,735,1.0721088435374149
Teen Mom Trash Talk,e0e252c7d16499f9d745fe70b005341f,767,4.558018252933508,tv-film,0.7992177314211213,0.6691332464146025,-0.9825,0.9972,0.8493,716,1.0712290502793296
Cinephile with Adnan Virk,b0fd01d95de37b63c5f67a78d61d5ae6,735,4.808163265306122,tv-film,0.8340136054421768,0.6985650340136056,-0.8271,0.9987,0.8689,546,1.3461538461538463
The Storm: A Lost Rewatch Podcast,f1532be08580cab6125c489e2376a7cd,733,4.720327421555252,tv-film,0.8130968622100955,0.7391129604365622,-0.9986,0.9986,0.9412,715,1.0251748251748252
Unspooled,e60583b361eedd2da09618cf854b38ea,676,3.8653846153846154,tv-film,0.5946745562130178,0.5057961538461537,-0.979,0.9966,0.79035,624,1.0833333333333333
Dead Meat Podcast,ca3622c926e0b4bf88750b796e19f0ad,632,4.8085443037974684,tv-film,0.6787974683544303,0.5429643987341772,-0.9821,0.9959,0.7646999999999999,610,1.0360655737704918
Movie Trivia Schmoedown,f929152fe3adc9d3a04d0419586f15e6,629,4.8203497615262325,tv-film,0.8362480127186009,0.6788278219395867,-0.8922,0.997,0.8316,577,1.0901213171577122
The Horror Virgin,b59405dae856ae9762212f55ff854399,564,4.718085106382978,tv-film,0.7624113475177305,0.6653654255319148,-0.9834,0.9955,0.88425,553,1.0198915009041591
Darknet Diaries,be3ef6444047190e8af5541d75d78a24,679,4.855670103092783,technology,0.8276877761413843,0.6516837997054492,-0.9555,0.9929,0.7902,644,1.0543478260869565
107 Degrees - Maura Murray,f7672da3ce64d2978f30a0f28cdf195b,66,2.9545454545454546,technology,0.25757575757575757,0.21043030303030308,-0.9843,0.994,0.36985,61,1.0819672131147542
Talking Bay 94: A Star Wars Podcast,ae92bcf6a4d7bd89fa1e68584690f036,66,5.0,technology,0.696969696969697,0.5679939393939395,-0.8614,0.991,0.7935,65,1.0153846153846153
Overtired,b9859265fc8ee814d9d146e09696e7dc,49,4.816326530612245,technology,0.9183673469387755,0.6901530612244897,-0.532,0.9735,0.7964,49,1.0
Mousterpiece Cinema,e79edbeea27d429fde9b6a5055f20b90,43,4.069767441860465,technology,0.627906976744186,0.5934790697674418,-0.8895,0.9872,0.8873,42,1.0238095238095237
NetHeads,d78f8fe0957ec1f6778d0d024ba11fea,33,4.848484848484849,technology,0.6666666666666666,0.49592424242424243,-0.9031,0.9764,0.5093,33,1.0
Original Content,a02a7fa5cfec407fa59f9780ef209883,32,2.4375,technology,0.40625,0.338678125,-0.7574,0.9872,0.6513,32,1.0
GeekiNtertainment – Geekshow,d4a590bb8706f99d8e73517facd03c4e,23,4.956521739130435,technology,1.0,0.8452782608695651,0.2263,0.9898,0.8885,23,1.0
Early Odds,ec9c430be1a98ef458339b61e452ab8d,22,4.7727272727272725,technology,0.8181818181818182,0.6561772727272727,-0.0516,0.9743,0.8358,22,1.0
Write On: A Screenwriting Podcast,b0f354feea670e9cc9d2aa07d1ac9138,19,4.315789473684211,technology,0.8947368421052632,0.6505473684210528,-0.8074,0.9842,0.8065,19,1.0
FantasyPros - Fantasy Football Podcast,d8a064bd29549ddd282ffe484fcdcc85,4666,4.822974710672954,sports,0.8840548649807115,0.7221140162880412,-0.9656,0.9984,0.8519,4292,1.087138863000932
BASS TALK LIVE,dd506eb4fe978de9a045bae9330ad109,1575,4.960634920634921,sports,0.9060317460317461,0.7238100317460318,-0.8709,0.9958,0.8221,1382,1.1396526772793054
Locked On Lakers - Daily Podcast On The Los Angeles Lakers,d18048f07e38e2a022c07b4638439321,1507,4.708692767086927,sports,0.6469807564698076,0.5311175846051759,-0.9971,0.9981,0.765,826,1.824455205811138
Fantasy Focus Football,c4cc8397589a079425c03a04eafab41a,1497,3.270541082164329,sports,0.44488977955911824,0.3597251837007348,-0.9938,0.998,0.5461,1338,1.1188340807174888
Harris Fantasy Football Podcast,a61cde11d99095d5f55c509e4729dbd1,1296,4.720679012345679,sports,0.7947530864197531,0.6346836419753086,-0.9911,0.9988,0.8122,1099,1.1792538671519563
The MeatEater Podcast,f5393b43ce6c3042992ec1d481ef5bfd,1282,4.58814352574103,sports,0.7566302652106084,0.6032794851794072,-0.9817,0.9958,0.7841,1206,1.0630182421227197
The Mina Kimes Show featuring Lenny,a044f5e6a4b0893472341faf786be1fe,1261,4.865979381443299,sports,0.7121332275971451,0.5613111022997621,-0.9428,0.998,0.7399,1068,1.1807116104868913
Fantasy Baseball Today,a76936d990f823f0ad560af50ff2aa64,1233,4.626926196269262,sports,0.7145174371451744,0.5838794809407948,-0.9598,0.9958,0.795,1070,1.152336448598131
The Solid Verbal - College Football Podcast,b99f93a4924eb3a960d70ae263cd18a1,926,4.773218142548596,sports,0.8509719222462203,0.6791957883369331,-0.899,0.9987,0.8176,880,1.0522727272727272
NFL: Move the Sticks with Daniel Jeremiah & Bucky Brooks,e354ca35b4478acb5ff42ee4c173a891,846,4.756501182033097,sports,0.8404255319148937,0.668633451536643,-0.9903,0.9975,0.8172,765,1.1058823529411765
True Crime Obsessed,b1a3eb2aa8e82ecbe9c91ed9a963c362,7310,4.207797537619699,society-culture,0.6831737346101231,0.5857408071135431,-0.994,0.9993,0.8433,6717,1.0882834598779216
Bachelor Happy Hour,ef47233dcfdc0bf67681db6322b57f58,4493,3.5675495214778543,society-culture,0.462942354774093,0.3971435789005119,-0.9976,0.9998,0.704,3763,1.1939941536008505
Something Was Wrong,ae44a724e94dcec1616d6e695e6198ba,3972,3.4410876132930515,society-culture,0.27844914400805637,0.22465292044310173,-0.9983,0.996,0.4589,3603,1.1024146544546212
Up and Vanished,f2cadc1f3da8e13fd590e21c2c9885ae,3828,4.275862068965517,society-culture,0.6363636363636364,0.5160347962382444,-0.9932,0.997,0.7509,3763,1.0172734520329525
Going West: True Crime,a9bdaba5449189a4587793e36ce4f704,2958,4.601757944557133,society-culture,0.7944557133198107,0.6589336375929682,-0.9882,0.9966,0.8429,2711,1.0911102914053854
Mile Higher,a23e18c73fd942fab41bcf6b6a1571da,2460,4.211788617886179,society-culture,0.693089430894309,0.5837497967479675,-0.9911,0.9996,0.8269,2316,1.0621761658031088
Reply All,b36bc2d74d2223534570d3fbfa714466,2364,3.4225888324873095,society-culture,0.5524534686971235,0.45317580372250427,-0.9897,0.9989,0.7003,2154,1.0974930362116992
Shawn Ryan Show,c6ab5d363e6bee97d8a5ac850fff9e61,2213,4.990962494351559,society-culture,0.8856755535472209,0.6922525079078174,-0.8978,0.9986,0.802,2140,1.0341121495327104
Off The Vine with Kaitlyn Bristowe,d739564fca425b41c8c785d82ec64c18,2046,3.286412512218964,society-culture,0.5547409579667644,0.4741021016617791,-0.9912,0.9996,0.7707,1619,1.2637430512662138
Culpable,a2d767cb0a9c7ed599c77756cc1bb311,1818,4.32948294829483,society-culture,0.4933993399339934,0.3841651265126513,-0.9963,0.9971,0.6588,1757,1.0347182697780308
Invisibilia,a5416c179e94a74e61827c88e405b083,1256,3.7906050955414012,science,0.6003184713375797,0.46617014331210194,-0.9957,0.9978,0.70915,1219,1.0303527481542247
The Confessionals,c648bb3380b09f9f08938c3b83d800a3,1114,4.414721723518851,science,0.718132854578097,0.5851385098743267,-0.9935,0.9947,0.79595,1001,1.112887112887113
TED Radio Hour,bda31244e9514743575bfd63b1c2aa6e,932,3.7618025751072963,science,0.6233905579399142,0.49299345493562224,-0.995,0.9988,0.6975,906,1.0286975717439293
"Mysterious Radio: Paranormal, UFO & Lore Interviews",cc16c0fe768adff38e2380215d0e6a3b,866,4.1986143187066975,science,0.7321016166281755,0.6040852193995381,-0.9871,0.9945,0.8225,840,1.0309523809523808
"Weird Darkness: Stories of the Paranormal, Supernatural, Legends, Lore, Mysterious, Macabre, Unsolve...",cfa58135b0f8efbae7db5a9004c7b24b,863,4.597914252607184,science,0.7520278099652375,0.6207707995365007,-0.9783,0.996,0.8402,812,1.062807881773399
Expanded Perspectives,d429cb98dda61ffd52d9edd22ee0b915,818,4.744498777506112,science,0.8276283618581907,0.6903566014669927,-0.8957,0.9979,0.8481,753,1.0863213811420982
Getting Curious with Jonathan Van Ness,e8f17d52aaf96dcf78ce08ee27ac2107,806,4.812655086848635,science,0.9007444168734491,0.7863035980148884,-0.9591,0.9974,0.9099,796,1.0125628140703518
Bret Weinstein | DarkHorse Podcast,bb0c4cca773d570869e1463bfa7967fe,606,3.9768976897689767,science,0.5115511551155115,0.39600148514851485,-0.9951,0.9947,0.6597,512,1.18359375
Sword and Scale Daily,c10c78f320f588bb977d400540761551,473,4.334038054968287,science,0.547568710359408,0.42367420718816073,-0.9683,0.9814,0.5937,473,1.0
Blurry Creatures,a245bc31c6039254341fc3973e3960ed,466,4.819742489270387,science,0.8347639484978541,0.7134463519313304,-0.9399,0.9984,0.85175,448,1.0401785714285714
Monsters Among Us Podcast,a25e950f1530a111b4d83b4d27b4f351,1763,4.73908111174135,religion-spirituality,0.866137266023823,0.714646398184912,-0.9422,0.9971,0.8519,1587,1.1109010712035288
The Positive Head Podcast,bb9ba896707ab780a0a0956b7b2ded09,680,4.872058823529412,religion-spirituality,0.9338235294117647,0.8772219117647059,-0.9774,0.9993,0.96975,663,1.0256410256410255
Friendly Atheist Podcast,d6b971f29047c215fb0fadb2403f5f74,410,4.46829268292683,religion-spirituality,0.6926829268292682,0.5856560975609757,-0.9878,0.9966,0.8225,370,1.1081081081081081
Reasonable Doubts Podcast,e7104a94a5ca47f70c35a24bdcbc8300,381,4.797900262467191,religion-spirituality,0.8398950131233596,0.6676335958005248,-0.9509,0.9975,0.836,381,1.0
Redefining Wealth with Patrice Washington,e26b2b4a0a7292b40dd4100470ad810d,355,4.9915492957746475,religion-spirituality,0.9492957746478873,0.8358169014084507,-0.6792,0.9968,0.9243,345,1.0289855072463767
The Witch Bitch Amateur Hour,e28906f2ebe6a1d91c91a0e8484adc50,339,4.949852507374631,religion-spirituality,0.9410029498525073,0.8499345132743362,-0.8411,0.9964,0.9466,326,1.039877300613497
Walking On Feathers,d96c987f4ce41124bf31e8db686afa47,275,4.985454545454545,religion-spirituality,0.9563636363636364,0.8236810909090908,-0.706,0.9957,0.907,275,1.0
Comfy Cozy Witch Podcast,a3026dd556e0b38daf3395badec9783c,234,4.9743589743589745,religion-spirituality,0.9615384615384616,0.8443756410256411,-0.4738,0.9974,0.934,231,1.0129870129870129
"Witch, Yes!",d1e24b3d4a482ce8e78138ff7be90f25,193,4.979274611398964,religion-spirituality,0.8497409326424871,0.7368031088082901,-0.9883,0.9931,0.8885,154,1.2532467532467533
IN HINDZSIGHT,a6d4198b3e3903d0c2d1737874a5f816,185,4.9837837837837835,religion-spirituality,0.9297297297297298,0.760692972972973,-0.7964,0.9957,0.886,185,1.0
The Daily,b73a459e3b7c4c06805d29349ba3c8cc,5537,3.3440491240744086,news,0.34115947263861296,0.26183935344049125,-0.9972,0.9975,0.4404,4742,1.167650780261493
Pod Save America,bede69aae211565459aceb5f7e8155d3,3453,3.287286417607877,news,0.40225890529973934,0.323580046336519,-0.9965,0.9984,0.5367,2982,1.1579476861167002
True Crime Garage,bfe2ea080760d6108cd24516da2fc9ae,3434,4.4065230052417,news,0.6589982527664531,0.5404402737332555,-0.9963,0.9986,0.784,3122,1.0999359385009608
The Glenn Beck Program,b5cf7d57fdf09b9e4177a0afb8cd467f,2337,4.617886178861789,news,0.6555412922550278,0.49543380402225073,-0.9719,0.9972,0.6476,1984,1.1779233870967742
FiveThirtyEight Politics,e8be02e7d7281ba3edb77da6a9fe95cd,2068,3.4511605415860735,news,0.42166344294003866,0.32929787234042557,-0.9694,0.997,0.50485,1790,1.1553072625698324
The Michael Knowles Show,b9a5920d121ff4e239e6ca3b210e65e7,1780,4.563483146067416,news,0.6325842696629214,0.48747971910112364,-0.9904,0.9975,0.6705,1604,1.1097256857855362
The Andrew Klavan Show,b4d1d1d2490ac5f5bba14498ed55e3d1,1739,4.736630247268545,news,0.7228292121909143,0.5535759631972398,-0.9925,0.9959,0.7263,1592,1.0923366834170853
